temp_avg;temp_max;temp_min;precipitation;humidity;wind;pressure;date
10,4;14;9;8,5;82;5;733,4;30.04.2022
10,9;15;6;;70;1;738,3;01.05.2022
12,1;16;9;;60;3;740,7;02.05.2022
10,4;16;4;;72;2;742,1;03.05.2022
10,9;17;2;;34;2;738,6;04.05.2022
14,5;22;5;;43;7;737,5;05.05.2022
13,6;19;6;;40;3;736,6;06.05.2022
13,8;21;6;;35;4;734,2;07.05.2022
12,9;17;8;;46;3;736,8;08.05.2022
14;22;6;;44;6;739,5;09.05.2022
14,3;22;6;;51;3;739,7;10.05.2022
14,1;19;10;;80;4;737,4;11.05.2022
13,8;20;7;;46;3;738,7;12.05.2022
14,9;20;11;0;73;2;741,8;13.05.2022
13,6;21;6;;39;4;741,2;14.05.2022
15,4;24;5;;41;4;736,7;15.05.2022
19,9;29;8;2;42;10;733,9;16.05.2022
16,4;27;11;;66;3;735,5;17.05.2022
14,4;21;10;;60;6;734;18.05.2022
14,1;19;7;;67;7;736,3;19.05.2022
14,6;22;7;;53;4;738,4;20.05.2022
14,6;21;7;;41;3;736,8;21.05.2022
11,3;18;4;;53;6;741,5;22.05.2022
13,9;23;4;;38;3;743,3;23.05.2022
16,3;24;7;;37;6;737,9;24.05.2022
17,8;25;9;;42;10;733,8;25.05.2022
13,1;21;11;3;71;8;731,8;26.05.2022
11,4;16;8;0,4;91;3;732,5;27.05.2022
14,6;23;6;;56;10;732,6;28.05.2022
17,8;24;12;0,2;64;3;733,1;29.05.2022
16,2;24;12;0,4;66;6;735,9;30.05.2022
17;22;13;2,2;58;6;734;31.05.2022
11,9;17;7;4;62;6;731,3;01.06.2022
12,2;19;5;0,2;63;3;733,6;02.06.2022
14,5;17;9;4;79;8;731,2;03.06.2022
17,2;23;11;;62;9;736,3;04.06.2022
18,1;22;12;;66;6;735,3;05.06.2022
17,8;23;12;0,2;91;4;737;06.06.2022
18,2;20;11;;55;3;740,1;07.06.2022
17,1;20;14;5;61;5;735,8;08.06.2022
17,9;23;14;2,2;90;3;737,2;09.06.2022
18,5;26;12;;66;6;737,4;10.06.2022
21;30;13;;52;5;734,5;11.06.2022
22,1;31;14;;56;6;731,5;12.06.2022
22,2;31;14;;62;6;730,2;13.06.2022
19,8;28;14;4,5;78;3;734,2;14.06.2022
18,4;23;16;5,5;79;9;739,4;15.06.2022
20,3;27;14;;66;9;738,3;16.06.2022
20;29;13;12;49;6;734,7;17.06.2022
15,4;29;12;1,2;68;3;736,9;18.06.2022
15;19;10;;58;3;739,2;19.06.2022
17;25;9;;50;5;738;20.06.2022
18,2;25;14;2,4;73;4;736,8;21.06.2022
18,1;24;11;;61;4;739,3;22.06.2022
21,4;32;15;;58;5;735,9;23.06.2022
24,6;33;15;;45;7;731,3;24.06.2022
17,9;32;16;1,8;65;7;729,6;25.06.2022
16,7;22;10;;66;7;731,2;26.06.2022
17,8;25,5;10;;50;5;734,5;27.06.2022
20,9;28;13;;49;8;735,6;28.06.2022
21,4;28;13;;42;7;737,1;29.06.2022
23,4;29;14;;49;8;737,5;30.06.2022
23,1;29;15;;50;5;738,6;01.07.2022
25,3;33;18;;47;7;737,6;02.07.2022
26,1;34;18;;54;3;736,1;03.07.2022
27,3;35,5;18;;43;6;734,5;04.07.2022
27,5;35;20;;51;6;734,7;05.07.2022
22,9;32;20;;89;5;736;06.07.2022
21,9;28;18;;77;2;738,1;07.07.2022
23,6;32;16;;57;3;736,4;08.07.2022
22,3;32;16;32,7;49;8;735,6;09.07.2022
18;22;17;0,4;90;3;734,6;10.07.2022
17,8;21;11;;62;3;737,2;11.07.2022
18;23;11;;54;2;737,2;12.07.2022
17,1;20;12;;70;7;738,8;13.07.2022
16,3;20;13;;63;5;734;14.07.2022
14,7;18,5;11;1;69;5;735,1;15.07.2022
14,8;19;11;5,4;82;6;735,4;16.07.2022
16,5;21;12;12,8;89;8;733,2;17.07.2022
21,9;29;16;0,2;56;5;734,3;18.07.2022
19,3;24;16;1,5;82;5;733,9;19.07.2022
15,6;22;9;;51;8;739,8;20.07.2022
14,9;21;9;;78;8;740,5;21.07.2022
17,4;24;9;;57;8;741,7;22.07.2022
19,5;24;12;;56;3;740,6;23.07.2022
21,5;30;12;;55;3;738,9;24.07.2022
21,2;29;14;;54;1;738,1;25.07.2022
22,8;32;15;;69;3;736,7;26.07.2022
24,8;33;16;;51;8;738,3;27.07.2022
20,5;24;17;15,5;91;8;736,7;28.07.2022
19,6;27;13;;64;3;736,5;29.07.2022
22;32;14;;54;6;732;30.07.2022
19,8;32;16;10,5;83;3;733,8;31.07.2022
19,8;26;14;;84;1;737;01.08.2022
21,5;29;14;;69;6;737,6;02.08.2022
22,6;30;17;;65;6;734,2;03.08.2022
19,3;28;17;6,2;91;7;730,5;04.08.2022
17,7;21;15;;91;3;733,2;05.08.2022
18,3;27;14;;71;2;735,8;06.08.2022
20,6;28;13;;64;1;737,9;07.08.2022
20;28;13;;69;2;738,1;08.08.2022
22,8;27;16;;56;6;736;09.08.2022
23,1;30;16;19;53;9;737,9;10.08.2022
17;21;13;8;84;8;740,2;11.08.2022
18,6;23;16;;79;3;740,2;12.08.2022
17,4;21;15;3,4;91;2;741,7;13.08.2022
17,2;22;13;0,5;72;5;741,7;14.08.2022
16,4;23;13;5,2;92;3;740,1;15.08.2022
16,4;20;13;0,2;91;1;738,6;16.08.2022
18,7;22,9;17;10;75;4;733,4;17.08.2022
19,8;24;16;6;93;4;731,9;18.08.2022
20,6;26;16,5;12;93;2;731;19.08.2022
22;28;18;0,2;81;0;730;20.08.2022
21,4;27;18;0;93;2;731,6;21.08.2022
30;30;17;;78;3;734,1;22.08.2022
23,2;30,2;17;;70;4;734,4;23.08.2022
23,1;29;17;;61;5;731,8;24.08.2022
21,5;27;17;;73;4;731,7;25.08.2022
22,3;28;18;;72;5;732;26.08.2022
22,1;26;18;2;80;3;733,7;27.08.2022
23;31;17;;78;6;737;28.08.2022
22,4;31;16;;70;7;737,2;29.08.2022
21,6;31;15;;64;4;734,9;30.08.2022
21,9;29;16;;58;7;735,6;31.08.2022
21,8;30;15;;85;5;734;01.09.2022
20,1;28;17;1;89;1;735,5;02.09.2022
17,6;24;12;;76;1;737,9;03.09.2022
16,5;23;13;;82;1;737,9;04.09.2022
16,1;22;11;;61;1;737,4;05.09.2022
14,4;22;8;;64;1;739,6;06.09.2022
15,5;20;12;2;64;5;747,1;07.09.2022
13,9;20;8;;77;5;741,2;08.09.2022
14,2;22,5;8;;76;3;742,6;09.09.2022
12,8;21;7;;62;2;741,8;10.09.2022
13,1;23;5;;58;6;738,5;11.09.2022
15,5;24;9;;57;8;736,3;12.09.2022
14,1;22;11;11,5;92;3;734,2;13.09.2022
13,4;16;12;28;93;6;733,1;14.09.2022
12,9;16;10;16;93;4;730,9;15.09.2022
10,5;15;9;2,5;94;5;732;16.09.2022
13;12;11;;83;4;733;17.09.2022
16;18;12;0,2;75;10;729;18.09.2022
17;21;15;3,7;93;5;726;19.09.2022
15,1;19;13;7;74;4;726,6;20.09.2022
12,8;15;11;;84;2;725,5;21.09.2022
9,8;11;8;19;93;6;725,2;22.09.2022
9,2;11,5;6;5;85;5;729,9;23.09.2022
8,5;13;6;0,2;93;4;733,6;24.09.2022
10,4;11;8;0,3;93;3;736,3;25.09.2022
10;13;8;5,5;93;3;737,4;26.09.2022
9;12;7;3,5;94;3;737,1;27.09.2022
8;15;2;;69;3;734;28.09.2022
11;17;9;0,2;84;4;734,3;29.09.2022
12;15;9;13,5;93;4;730,4;30.09.2022
13,6;18;11;;93;3;725,5;01.10.2022
11,4;17;8;4,4;80;4;733,1;02.10.2022
11,7;15;9;1,6;93;3;726;03.10.2022
12,2;14;11;4;96;2;731,9;04.10.2022
12;15;9;5,2;97;3;734,8;05.10.2022
11,6;13;8;12,5;93;8;731,4;06.10.2022
9,8;13;8;7,6;94;7;730,3;07.10.2022
9,9;12;7;0,9;90;4;735,1;08.10.2022
11,5;12;7;;83;5;741,7;09.10.2022
13;20;6;;78;7;742,4;10.10.2022
12,8;18;8;;85;4;746;11.10.2022
13,5;22;8;;64;3;741,3;12.10.2022
10,9;19;7;;79;6;741,3;13.10.2022
8,2;16;2;;94;7;743,7;14.10.2022
9,8;14;4;0,4;91;3;740,3;15.10.2022
9,4;16;3;;93;1;742,9;16.10.2022
8,4;16;2;;81;6;742,1;17.10.2022
10,4;18;4;;91;4;739,2;18.10.2022
10,5;18;4;;76;6;740,1;19.10.2022
11,6;20;5;;82;7;741,9;20.10.2022
12,6;22;6;;84;3;745,6;21.10.2022
13,4;23;6;;70;2;743,1;22.10.2022
11,8;19;11;1,2;72;9;738,4;23.10.2022
5,6;11;3;;80;3;742,4;24.10.2022
5,6;21;-2,5;;78;9;740,9;25.10.2022
9,4;20;4;;59;7;737,8;26.10.2022
11,4;17;8;;94;6;737,9;27.10.2022
11,1;20;5;2;92;3;736,9;28.10.2022
11,6;15;8;6,5;93;4;735,2;29.10.2022
12,5;17;10;0,2;85;3;738,6;30.10.2022
9;18;3;;93;3;743,4;31.10.2022
9,3;18;2;;71;9;745,3;01.11.2022
11,8;19;5;;71;8;743;02.11.2022
12,3;14;10;0,4;93;5;740;03.11.2022
12,5;17;11;;94;1;739,4;04.11.2022
11,5;20;4;;88;4;737,7;05.11.2022
12;15;10;;93;6;737,9;06.11.2022
8,7;14;6;;72;4;739,6;07.11.2022
6;10;0;;83;6;734,5;08.11.2022
7,8;12;4;0,4;82;7;735;09.11.2022
8,7;10;7;1,6;94;2;738,2;10.11.2022
10;12;7;;94;6;737,2;11.11.2022
9,6;15;6;;81;3;738,4;12.11.2022
7,5;17;0;;76;9;737,9;13.11.2022
9,5;13,5;6;0,2;81;4;739,7;14.11.2022
9,6;11;8;;90;4;746;15.11.2022
8,6;12;6;;84;4;748;16.11.2022
6,8;8;5;;94;3;746,9;17.11.2022
6,2;7,5;5;;92;4;743,5;18.11.2022
5,2;7;4;;94;3;736,1;19.11.2022
4,6;6;3;6;94;3;728,4;20.11.2022
1,2;5;0,5;9,5;94;5;727;21.11.2022
-0,6;1;-2;2;94;3;725,8;22.11.2022
-3,9;0;-6;;84;3;731,7;23.11.2022
-0,8;0;-8;1;95;3;732,4;24.11.2022
-0,3;1;-1;;95;3;729,8;25.11.2022
1;4,5;-1;;94;2;729,2;26.11.2022
-0,4;1,5;-3;10;94;3;728,8;27.11.2022
0,1;1,5;-1;;94;3;729,8;28.11.2022
-0,8;1;-2;;94;2;736,8;29.11.2022
-0,1;1;-2;2;95;3;743,8;30.11.2022
-0,3;2;-2;;94;3;744;01.12.2022
0,1;2;-2;;93;3;742,2;02.12.2022
1,2;2;0;;88;6;742;03.12.2022
1,7;2;0,5;;92;4;743,4;04.12.2022
11,4;14;9;;74;8;740,5;05.12.2022
7;13,5;0,5;;91;6;740,9;06.12.2022
8,6;13;4;;86;8;741,1;07.12.2022
3,1;9;0;;93;6;742,1;08.12.2022
6,9;8;2;2;92;13;730,2;09.12.2022
1,9;8;1;;84;7;737,6;10.12.2022
2,1;6;0;6,5;74;3;740,1;11.12.2022
1,4;3;2;;94;8;736,8;12.12.2022
3;5;1;0,2;91;5;730,3;13.12.2022
4,3;6;3;2,7;93;4;731,2;14.12.2022
2,1;5;1;;93;7;737,8;15.12.2022
0,8;3;-1;;93;6;737,6;16.12.2022
1,4;6;-2;;92;5;736,3;17.12.2022
3,1;6;2;3;95;2;738,6;18.12.2022
1,8;7;-3;;86;10;734,1;19.12.2022
1,6;3;1;5;93;5;727;20.12.2022
2,5;6;0;4;93;10;719,6;21.12.2022
6,3;10;3;;91;10;718,5;22.12.2022
2,5;8;1;12,5;93;2;725,3;23.12.2022
0,4;3;-1;10;93;5;731;24.12.2022
0,3;1;-1;2,5;99;3;735,1;25.12.2022
1,9;4;2;;92;2;742,2;26.12.2022
3,3;4;2;;91;3;747,4;27.12.2022
0,7;4;-1;0,2;93;5;750;28.12.2022
-0,2;1;-1;1;94;2;747;29.12.2022
-0,5;0;-2;;90;5;739,7;30.12.2022
-0,5;0;-2;;82;4;736,3;31.12.2022
-1;0;-2;;90;2;739,8;01.01.2023
-1,8;0;-3;;84;5;739,9;02.01.2023
-1,4;0;-3;0,5;80;12;730,9;03.01.2023
1,3;2;-2;1;91;9;730;04.01.2023
4;2;0;8,5;90;9;729,1;05.01.2023
1,8;3;1;5;93;9;728,7;06.01.2023
0,5;3;-1;1,2;86;8;735;07.01.2023
-2,1;0;-4;8;98;8;735;08.01.2023
-3,8;-2;-6;2;86;7;746,4;09.01.2023
-4,3;-2;-5;1;88;5;749,9;10.01.2023
-4,4;-2;-10;2;93;3;750,3;11.01.2023
-3,1;-1;-6;;76;7;755;12.01.2023
-7;-1;-13;;84;6;752,3;13.01.2023
-2,3;3;-9;;65;6;748,1;14.01.2023
-0,4;2;-3;2,5;62;8;744,4;15.01.2023
0,9;3;-1;;78;6;746,5;16.01.2023
0,6;3;-3;0,5;96;4;747,5;17.01.2023
3;4;1;;89;7;745,5;18.01.2023
3,1;7;2;;80;4;746,3;19.01.2023
2,1;9;-3;;78;7;740,9;20.01.2023
4,6;9;0;;70;5;737,1;21.01.2023
6,5;8;4;12,5;52;11;732;22.01.2023
2,8;7;1;10;96;5;731,8;23.01.2023
2,5;5;-2;0,2;69;11;733,8;24.01.2023
7,7;9;2;3,5;91;14;727,7;25.01.2023
4,7;8;4;;73;7;734,9;26.01.2023
2,6;6;-1;;77;8;737,3;27.01.2023
3,2;6;0;1,2;92;6;729,7;28.01.2023
4;7;2;8,5;93;6;721,8;29.01.2023
1,3;3;1;;86;7;729,7;30.01.2023
-0,8;2;-2;0,2;84;6;739,9;31.01.2023
-1,3;0;-4,5;;79;3;744,9;01.02.2023
0,3;7;-4;;66;3;742,9;02.02.2023
1;8;-4;;74;3;740,1;03.02.2023
0,5;5;-2;;82;7;736,4;04.02.2023
0,6;4;-2;;62;8;733;05.02.2023
-0,3;2;-5;1;64;7;730,4;06.02.2023
1;2;-2;1,2;84;9;728;07.02.2023
2,8;4;-2;2;77;10;725,6;08.02.2023
5,8;9;2;;53;8;723,9;09.02.2023
7,4;9;6;6,2;94;6;720,8;10.02.2023
8,4;17;1;;62;13;723,4;11.02.2023
4,9;6;2;5,2;90;6;719,1;12.02.2023
0,8;4;-2;2;79;13;730,9;13.02.2023
5,3;10;1;;69;16;733,3;14.02.2023
11,5;17;4;;44;19;726,3;15.02.2023
5,4;14;3;7,5;94;7;728,6;16.02.2023
2,8;6;1;;72;8;737;17.02.2023
2,4;8;-3;;55;7;742,3;18.02.2023
4,1;10;-1;;44;6;741,6;19.02.2023
7,1;16;0;;48;6;738,5;20.02.2023
8,9;17;2;;52;7;735,3;21.02.2023
9,2;15;7;0,5;91;4;734,6;22.02.2023
8,9;12;6;3,4;92;6;734,9;23.02.2023
11;19;3;;61;10;732,9;24.02.2023
13,9;17;8;;58;11;731,8;25.02.2023
10,8;17;9;15;91;3;729,9;26.02.2023
8,8;13;5;4;81;9;728,2;27.02.2023
5,8;11;3;15,2;92;10;724;28.02.2023
0,8;8;-3,5;2,2;76;14;730,4;01.03.2023
1,2;6;-3;;56;13;737,2;02.03.2023
3,9;12;-3;;64;11;736;03.03.2023
9,5;15;5;1,4;86;7;728,7;04.03.2023
9,4;14;7;5;86;4;725,1;05.03.2023
7,3;8,5;6;5;90;7;729,6;06.03.2023
2,4;8;2;0;92;8;736,1;07.03.2023
1,4;2;-1;;75;9;738,3;08.03.2023
1,4;4;-2;;75;9;737,6;09.03.2023
1,1;4;-1;11,5;93;8;733,5;10.03.2023
2,8;4,5;1;;92;4;733,4;11.03.2023
4,9;10;2;;88;2;740,3;12.03.2023
5,9;13;-1;;83;4;740,7;13.03.2023
9;14;6;5,3;89;6;738,9;14.03.2023
8,8;14;5;0,2;93;7;734,8;15.03.2023
8,6;14;6;1,2;91;4;729,3;16.03.2023
9,8;17;1;;65;5;728,8;17.03.2023
10,6;17;3;;56;7;729,2;18.03.2023
9,1;12;7;9,8;79;7;731,8;19.03.2023
9;15;4;;83;4;737,3;20.03.2023
10,6;13;8;3,2;93;5;737,9;21.03.2023
12;17;7;;55;8;738;22.03.2023
10,3;16;6;0,2;69;4;734,3;23.03.2023
12,1;17;7;;48;10;735,8;24.03.2023
13,4;19;8;;50;7;735,4;25.03.2023
9,8;18;3;;55;2;736;26.03.2023
12,8;22;1;;40;10;734,8;27.03.2023
14,1;22;6;;43;7;730,3;28.03.2023
11,8;20;10;5,5;92;7;726,9;29.03.2023
7,5;11;6;8,2;92;8;730;30.03.2023
7,1;10;3;;55;5;736,6;31.03.2023
6,4;13;-2;;45;3;740;01.04.2023
9,9;14;4;;30;4;748,6;02.04.2023
12,5;18;6;;42;4;735,8;03.04.2023
11,3;18;3;;45;5;738,8;04.04.2023
14,9;25;5;0,2;52;7;737,8;05.04.2023
12,9;23;10;;77;4;740,4;06.04.2023
10,9;13;8;;77;3;741,2;07.04.2023
12;20;5;;45;4;740,1;08.04.2023
12,9;19;8;1,6;55;9;738,6;09.04.2023
9,5;17;9;5,4;86;4;737,4;10.04.2023
6,7;11;3;0,4;80;10;743,7;11.04.2023
9,8;11;2;;43;7;743,5;12.04.2023
10,4;17;1;;39;10;740,1;13.04.2023
12,1;17;3;;42;10;739,4;14.04.2023
12,6;17;6;;42;12;740,9;15.04.2023
11,4;18;3;;40;5;741;16.04.2023
16,3;23;9;;42;12;739,2;17.04.2023
15,9;22;13;2,6;58;8;732,6;18.04.2023
15,4;19;10;0,6;76;3;733,2;19.04.2023
17,9;23;14;;82;3;732,9;20.04.2023
12,3;23;11;9;93;2;738,9;21.04.2023
11,7;15;8;;93;2;742,4;22.04.2023
16,8;23;9;;60;3;742,5;23.04.2023
18,1;24;10;;47;5;739,7;24.04.2023
15,9;22;8;;48;7;737,6;25.04.2023
17,5;27;9;;40;8;734;26.04.2023
17,3;25;11;0,2;60;1;734,1;27.04.2023
17,6;23;13;;82;3;737,9;28.04.2023
16,6;22;13;0,6;81;2;738,9;29.04.2023
16,9;22;12;;62;3;739,7;30.04.2023
15,5;23;8;;52;6;738,7;01.05.2023
17;25;8;;47;6;735,5;02.05.2023
19,5;25;14;;46;3;736,7;03.05.2023
17,5;24;11;;53;3;738,8;04.05.2023
16,9;26;9;;58;3;737,7;05.05.2023
16,9;25;9;;53;5;734,3;06.05.2023
12,6;21;6;;35;3;740,4;07.05.2023
15,9;23;9;           ;49;9;739,9;08.05.2023
17,3;26;9;;45;3;739,5;09.05.2023
18,6;27;11;8,3;45;8;738;10.05.2023
15,8;23;15;6,4;92;2;737,3;11.05.2023
17,6;23;13;2,8;88;3;736,1;12.05.2023
19;26;15;5,2;74;7;734,9;13.05.2023
18,6;22;15;7;73;6;735,8;14.05.2023
15;16;12;7;92;5;737,4;15.05.2023
10,9;16;8;;86;3;738,3;16.05.2023
12,5;16;9;0,2;92;2;735,8;17.05.2023
16,2;22;12;0;81;4;735,1;18.05.2023
17,1;22;13;5;91;2;735,7;19.05.2023
15,4;17;14;19,3;95;3;734,5;20.05.2023
15,3;16;13;8;99;2;733,6;21.05.2023
17,1;22;14;14,5;92;1;735,2;22.05.2023
17,3;24;12;7,5;70;1;735,9;23.05.2023
19,3;27;12;;80;4;736,7;24.05.2023
21,5;30;14;;68;4;737,3;25.05.2023
22,4;30;16;;76;4;737,4;26.05.2023
22,3;31;18;10,2;71;4;736;27.05.2023
19,4;22;17;5;93;3;737,8;28.05.2023
20,1;26;15;;64;2;737;29.05.2023
20;27;14;;55;3;734,4;30.05.2023
17;26;13;5,5;88;5;732;31.05.2023
16;19;12;0,6;72;1;732,3;01.06.2023
17,3;23;13;5,2;83;4;733;02.06.2023
20,2;27;14;0,4;66;5;732,6;03.06.2023
21;26;16;3,6;66;3;731,4;04.06.2023
21,5;27;18;3,4;82;3;729;05.06.2023
20,7;26;16;1,2;60;5;732,9;06.06.2023
20,9;29;17;6,6;55;3;734,7;07.06.2023
20,9;28;16;1;71;3;735,6;08.06.2023
22;27,5;18;;74;3;735;09.06.2023
19,6;26;17;6,2;93;2;738,6;10.06.2023
18,8;25;11;;70;2;738,5;11.06.2023
20,5;28;12;;52;5;738,4;12.06.2023
20,1;27;14;;54;3;737,7;13.06.2023
19;24;16;1,8;92;2;735,2;14.06.2023
20,8;31;12;;53;7;734,5;15.06.2023
20,8;28;17;29,2;77;3;733,4;16.06.2023
20,3;26;17;;67;4;737;17.06.2023
21,4;29;14;;51;3;738,8;18.06.2023
24,3;33;16;;55;4;736,4;19.06.2023
23,9;33;18;8;64;6;736,6;20.06.2023
21;26;18;3,6;87;4;736,4;21.06.2023
19,8;29;13;1,4;57;3;733,4;22.06.2023
18,1;25;15;5,2;91;3;731;23.06.2023
17,9;23;12;1,2;71;3;734,3;24.06.2023
20,1;25;13;;49;3;734,6;25.06.2023
19,4;28;11;;57;5;736,1;26.06.2023
22;31;15;;64;7;731,9;27.06.2023
21,6;28;18;40,8;82;6;726,6;28.06.2023
18,3;22;16;11,2;79;4;726,5;29.06.2023
14,7;20;12;1,4;85;7;731,1;30.06.2023
15,2;21;10;;81;7;731,7;01.07.2023
19,1;26;13;0,2;61;3;733,6;02.07.2023
20,5;26;17;0,4;75;4;732,2;03.07.2023
20,8;26;17;;66;3;732,2;04.07.2023
20,4;28;13;;68;6;730,1;05.07.2023
19,1;24;15;16,5;93;3;728,5;06.07.2023
20,1;29;16;;62;8;729,5;07.07.2023
19;25;15;0,4;93;4;733,2;08.07.2023
23,3;30;18;;87;4;731,5;09.07.2023
22,9;30;19;24;62;10;725,4;10.07.2023
16,6;20;14;3,8;79;4;726,9;11.07.2023
15;19;12;8,1;61;4;734,8;12.07.2023
16,3;24;9;;80;7;736,8;13.07.2023
16,6;24;13;22,5;76;3;738,5;14.07.2023
17,3;22;13;;81;3;740,2;15.07.2023
16,6;25;9;;49;3;741,4;16.07.2023
19,8;31;11;;67;3;739,3;17.07.2023
22,5;32;16;;62;4;739,8;18.07.2023
23;32;16;;52;9;739,9;19.07.2023
23,6;32;18;;69;6;739,5;20.07.2023
24,4;32;19;1,8;78;10;738,9;21.07.2023
23,8;30;18;;68;9;738,6;22.07.2023
24,5;30;19;;54;3;740;23.07.2023
23,4;33;17;0,1;79;3;738,7;24.07.2023
23,9;31,5;19;;71;3;738,9;25.07.2023
23,1;29;17;;62;3;737,5;26.07.2023
21,8;28;18;5,8;75;4;736,6;27.07.2023
21,1;28;17;;70;1;737,1;28.07.2023
19,8;26;14;;70;4;735,5;29.07.2023
23,1;34;16;;58;10;734,4;30.07.2023
24,3;33;18;;79;6;731,9;31.07.2023
24,3;32;19;;81;1;730,2;01.08.2023
25,5;34,5;20;9,2;61;9;727,8;02.08.2023
21,1;29;18;0,8;92;3;727,8;03.08.2023
19;25;17;4,2;85;3;731;04.08.2023
17,5;23;14;;72;6;736,5;05.08.2023
16,4;21;12;1,4;80;3;739,1;06.08.2023
16,5;21;13;3,6;85;1;740,1;07.08.2023
16,3;23;12;0,2;80;3;741,7;08.08.2023
16,3;24;11;;71;3;743,6;09.08.2023
15,4;24;11;;42;2;742,9;10.08.2023
17,9;26;12;;80;9;743;11.08.2023
18,5;27;13;;73;2;742,2;12.08.2023
17,8;25;11;;59;3;741;13.08.2023
17,6;25;11;;79;2;739,7;14.08.2023
18,6;28;13;;81;12;737,3;15.08.2023
20;29;14;;85;0;735,1;16.08.2023
21;31;16;;80;0;734,8;17.08.2023
17,4;19;15;12,8;92;1;735,3;18.08.2023
16,4;19;13;;88;2;740,1;19.08.2023
15,3;20;10;;62;5;743;20.08.2023
19,1;26;14;;78;3;740,1;21.08.2023
19,8;26;14;;75;5;737,9;22.08.2023
17,1;19;15;35,1;92;9;733;23.08.2023
18,4;23;17;;86;4;736,2;24.08.2023
17,1;26;11;;77;3;735,5;25.08.2023
19,3;25;15;;62;5;734;26.08.2023
21,1;26;17;;59;4;735;27.08.2023
15,3;24;14;;92;9;739,8;28.08.2023
16,5;18;15;;93;4;744;29.08.2023
17,9;26;14;;92;7;744,1;30.08.2023
17,1;27;12;;88;8;743,3;31.08.2023
16,8;27;11;;80;9;741,8;01.09.2023
16,8;25;11;;66;4;741,3;02.09.2023
16,1;24;8;;59;4;740,3;03.09.2023
13,3;16;10;;90;4;741,4;04.09.2023
13,3;19;9;;87;2;741,9;05.09.2023
15;23;9;;76;7;739,7;06.09.2023
15;17;13;;77;7;739,5;07.09.2023
12,1;18;7;;81;8;741,3;08.09.2023
11,8;14;11;;86;6;741,5;09.09.2023
13,1;19;7;4,5;60;7;736,5;10.09.2023
9,6;12;8;3;93;10;735,3;11.09.2023
5,4;9;2;;86;5;739,7;12.09.2023
6,1;12;2;;92;1;739,7;13.09.2023
9,5;17,5;3;;93;9;739;14.09.2023
17;22;14;;66;11;735,6;15.09.2023
15,7;21;13;2,4;91;3;737,3;16.09.2023
16,8;23;13;;62;5;734,9;17.09.2023
11,1;15;9;3,5;92;3;732,9;18.09.2023
6,2;10;4;0,4;88;8;735,9;19.09.2023
5,1;9,5;0,5;;93;1;739,8;20.09.2023
4,7;12;0;;93;9;737;21.09.2023
5,2;12;-1;0,2;91;3;730,1;22.09.2023
13,5;19;9;8,3;92;4;722,4;23.09.2023
18,4;23;16;;56;4;728,3;24.09.2023
16,1;20;14;6;67;13;730,1;25.09.2023
12,4;16;11;0,4;91;5;735,1;26.09.2023
10;16;5;;90;4;733,6;27.09.2023
12,9;15;12;28;93;5;724,8;28.09.2023
12,5;16;9;;93;4;723,3;29.09.2023
11,4;16;9;10,5;93;7;720,2;30.09.2023
10,1;14;8;9,2;76;10;727,6;01.10.2023
11,8;18;7;;74;7;732,2;02.10.2023
15,9;21;12;;63;14;731,9;03.10.2023
13,5;16;9;0,5;68;12;728,1;04.10.2023
11,3;16;10;;84;7;730,8;05.10.2023
8,1;16;3;;67;11;729,8;06.10.2023
10,7;16,5;6;0;81;12;722,5;07.10.2023
10,3;14;6;;65;2;722,5;08.10.2023
8,4;13;6;5;76;9;718,5;09.10.2023
11,4;13;9;;70;11;725,9;10.10.2023
10,3;15;5;;69;9;734,7;11.10.2023
7;11;4;0,2;89;6;733,8;12.10.2023
7;12;5;;64;9;735,9;13.10.2023
5,5;9;3;;70;7;732,2;14.10.2023
6,5;9;5;4,5;94;2;726,4;15.10.2023
6,1;7;5;2,5;93;9;727,2;16.10.2023
5,6;8;3;;74;5;732,5;17.10.2023
7,3;11;2;6;91;7;727,3;18.10.2023
8,4;11;7;9;93;9;727;19.10.2023
4,6;9;3;;77;12;734,2;20.10.2023
3,4;4;2;14,5;93;6;731,4;21.10.2023
1,6;3;0,5;12;99;2;734,1;22.10.2023
1,8;3;1;0,2;94;6;734,2;23.10.2023
3,6;4;0;7,6;93;6;729,6;24.10.2023
4,8;7;4;4,2;93;4;730,8;25.10.2023
-1,9;3;-3;1,5;92;7;739,5;26.10.2023
-1;-2;-6;;81;11;734,2;27.10.2023
3,8;5;2;2,5;74;17;719,9;28.10.2023
-0,5;1;-3;0;83;4;722,5;29.10.2023
-1;0;-2;0,2;82;10;725,8;30.10.2023
-1,7;0;-2;0,1;82;15;727,6;31.10.2023
-0,9;1;-2,5;10;93;5;721,3;01.11.2023
-3,6;1;-4,5;2,2;93;8;725,4;02.11.2023
-3,6;0;-9;1,5;83;10;729,2;03.11.2023
0,3;2;-2;10,5;94;3;725,3;04.11.2023
0;1;-1;25;98;1;725,4;05.11.2023
-2,1;-1;-4;5;93;7;733,2;06.11.2023
-3,8;-1;-5;;90;0;740,2;07.11.2023
-4,8;-1;-10;;93;0;736,6;08.11.2023
-3,2;-2;-7;;94;0;735,5;09.11.2023
-0,8;1;-2;1;93;3;736,9;10.11.2023
-3,4;0;-4,5;;93;2;738,9;11.11.2023
